Date,Team 1,Score,Team 2,Tournament,City
Wed Jan 2 2019,Oman,2-0,Thailand,Friendly,Abu Dhabi › United Arab Emirates
Sat Jan 5 2019,United Arab Emirates,1-1,Bahrain,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Sun Jan 6 2019,Thailand,1-4,India,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Sun Jan 6 2019,Australia,0-1,Jordan,AFC Asian Cup,Al Ain › United Arab Emirates
Sun Jan 6 2019,Syria,0-0,Palestine,AFC Asian Cup,Sharjah › United Arab Emirates
Mon Jan 7 2019,China PR,2-1,Kyrgyzstan,AFC Asian Cup,Al Ain › United Arab Emirates
Mon Jan 7 2019,South Korea,1-0,Philippines,AFC Asian Cup,Dubai › United Arab Emirates
Mon Jan 7 2019,Iran,5-0,Yemen,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Tue Jan 8 2019,Finland,1-0,Sweden,Friendly,Doha › Qatar
Tue Jan 8 2019,Iraq,3-2,Vietnam,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Tue Jan 8 2019,Saudi Arabia,4-0,North Korea,AFC Asian Cup,Dubai › United Arab Emirates
Wed Jan 9 2019,Qatar,2-0,Lebanon,AFC Asian Cup,Al Ain › United Arab Emirates
Wed Jan 9 2019,Japan,3-2,Turkmenistan,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Wed Jan 9 2019,Uzbekistan,2-1,Oman,AFC Asian Cup,Sharjah › United Arab Emirates
Thu Jan 10 2019,Bahrain,0-1,Thailand,AFC Asian Cup,Dubai › United Arab Emirates
Thu Jan 10 2019,India,0-2,United Arab Emirates,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Thu Jan 10 2019,Jordan,2-0,Syria,AFC Asian Cup,Al Ain › United Arab Emirates
Fri Jan 11 2019,Estonia,2-1,Finland,Friendly,Doha › Qatar
Fri Jan 11 2019,Iceland,2-2,Sweden,Friendly,Doha › Qatar
Fri Jan 11 2019,Palestine,0-3,Australia,AFC Asian Cup,Dubai › United Arab Emirates
Fri Jan 11 2019,Philippines,0-3,China PR,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Fri Jan 11 2019,Kyrgyzstan,0-1,South Korea,AFC Asian Cup,Al Ain › United Arab Emirates
Sat Jan 12 2019,Vietnam,0-2,Iran,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Sat Jan 12 2019,Yemen,0-3,Iraq,AFC Asian Cup,Sharjah › United Arab Emirates
Sat Jan 12 2019,Lebanon,0-2,Saudi Arabia,AFC Asian Cup,Dubai › United Arab Emirates
Sun Jan 13 2019,North Korea,0-6,Qatar,AFC Asian Cup,Al Ain › United Arab Emirates
Sun Jan 13 2019,Oman,0-1,Japan,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Sun Jan 13 2019,Turkmenistan,0-4,Uzbekistan,AFC Asian Cup,Dubai › United Arab Emirates
Mon Jan 14 2019,India,0-1,Bahrain,AFC Asian Cup,Sharjah › United Arab Emirates
Mon Jan 14 2019,United Arab Emirates,1-1,Thailand,AFC Asian Cup,Al Ain › United Arab Emirates
Tue Jan 15 2019,Estonia,0-0,Iceland,Friendly,Doha › Qatar
Tue Jan 15 2019,Australia,3-2,Syria,AFC Asian Cup,Al Ain › United Arab Emirates
Tue Jan 15 2019,Palestine,0-0,Jordan,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Wed Jan 16 2019,South Korea,2-0,China PR,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Wed Jan 16 2019,Kyrgyzstan,3-1,Philippines,AFC Asian Cup,Dubai › United Arab Emirates
Wed Jan 16 2019,Iran,0-0,Iraq,AFC Asian Cup,Dubai › United Arab Emirates
Wed Jan 16 2019,Vietnam,2-0,Yemen,AFC Asian Cup,Al Ain › United Arab Emirates
Thu Jan 17 2019,Lebanon,4-1,North Korea,AFC Asian Cup,Sharjah › United Arab Emirates
Thu Jan 17 2019,Saudi Arabia,0-2,Qatar,AFC Asian Cup,Abu Dhabi › United Arab Emirates
Thu Jan 17 2019,Japan,2-1,Uzbekistan,AFC Asian Cup,Al Ain › United Arab Emirates
